AST,BLK,DREB_PCT,EFG_PCT,FT_RATE,OPP_AST,OPP_BLK,OPP_EFG_PCT,OPP_FT_RATE,OPP_TOV_PCT,OREB_PCT,PLUS_MINUS,TOV_PCT,WL
20,9,0.7209302325581395,0.5740740740740741,0.48148148148148145,11.0,1.0,0.3769230769230769,0.26153846153846155,0.16709511568123395,0.17391304347826086,22.0,0.1989389920424403,W
19,8,0.7666666666666667,0.5357142857142857,0.21428571428571427,21.0,7.0,0.5263157894736842,0.3333333333333333,0.1558073654390935,0.4411764705882353,9.0,0.12857142857142856,W
19,10,0.5526315789473685,0.48507462686567165,0.2835820895522388,23.0,10.0,0.5138888888888888,0.2222222222222222,0.12430939226519336,0.36363636363636365,-4.0,0.14945652173913046,L
18,5,0.6341463414634146,0.4375,0.3392857142857143,18.0,5.0,0.4318181818181818,0.015151515151515152,0.19073569482288827,0.17857142857142858,8.0,0.18156424581005587,W
17,0,0.6571428571428571,0.47619047619047616,0.1746031746031746,16.0,4.0,0.5227272727272727,0.13636363636363635,0.1558073654390935,0.3333333333333333,-12.0,0.19005847953216373,W
19,3,0.6410256410256411,0.559322033898305,0.2711864406779661,11.0,1.0,0.4140625,0.109375,0.2005730659025788,0.2857142857142857,23.0,0.1355421686746988,W
18,8,0.6428571428571429,0.4393939393939394,0.22727272727272727,21.0,5.0,0.5819672131147541,0.21311475409836064,0.18005540166204986,0.2631578947368421,-13.0,0.1267605633802817,L
16,6,0.75,0.36538461538461536,0.23076923076923078,16.0,4.0,0.43548387096774194,0.08064516129032258,0.20833333333333334,0.18181818181818182,-10.0,0.2616279069767442,L
16,2,0.5714285714285714,0.45901639344262296,0.21311475409836064,15.0,2.0,0.47580645161290325,0.24193548387096775,0.22972972972972974,0.2647058823529412,-5.0,0.23936170212765956,L
17,6,0.575,0.5175438596491229,0.2807017543859649,14.0,3.0,0.36885245901639346,0.21311475409836064,0.2247191011235955,0.28125,13.0,0.2046783625730994,W
15,4,0.75,0.4701492537313433,0.3880597014925373,14.0,1.0,0.4426229508196721,0.36065573770491804,0.09887005649717515,0.42857142857142855,8.0,0.13812154696132595,W
14,6,0.6111111111111112,0.4296875,0.1875,7.0,2.0,0.3490566037735849,0.6226415094339622,0.20231213872832368,0.2571428571428571,8.0,0.1308139534883721,W
11,3,0.7666666666666667,0.5074626865671642,0.208955223880597,18.0,6.0,0.5,0.375,0.18731988472622477,0.40625,8.0,0.14367816091954025,W
23,6,0.9032258064516129,0.6190476190476191,0.07936507936507936,18.0,4.0,0.48148148148148145,0.2777777777777778,0.20833333333333334,0.30434782608695654,20.0,0.15942028985507245,W
22,2,0.8,0.5384615384615384,0.3230769230769231,16.0,1.0,0.5079365079365079,0.2857142857142857,0.18134715025906736,0.22580645161290322,11.0,0.1075268817204301,W
18,2,0.7419354838709677,0.5172413793103449,0.22413793103448276,15.0,6.0,0.49122807017543857,0.19298245614035087,0.2414772727272727,0.3076923076923077,6.0,0.2459016393442623,L
16,4,0.6,0.5083333333333333,0.2833333333333333,17.0,3.0,0.5403225806451613,0.25806451612903225,0.15406162464985992,0.16129032258064516,-6.0,0.1271186440677966,L
21,4,0.6875,0.5080645161290323,0.1774193548387097,18.0,6.0,0.532258064516129,0.20967741935483872,0.15957446808510636,0.2903225806451613,-3.0,0.19607843137254902,L
16,3,0.6451612903225806,0.4636363636363636,0.03636363636363636,14.0,6.0,0.5327868852459017,0.26229508196721313,0.13975155279503104,0.2,-24.0,0.2070063694267516,L
22,2,0.53125,0.46551724137931033,0.46551724137931033,20.0,6.0,0.5317460317460317,0.2857142857142857,0.12129380053908355,0.23333333333333334,-9.0,0.11461318051575932,L
15,3,0.6756756756756757,0.49230769230769234,0.38461538461538464,16.0,2.0,0.49230769230769234,0.26153846153846155,0.16709511568123395,0.16666666666666666,6.0,0.08,W
17,4,0.7333333333333333,0.49193548387096775,0.1774193548387097,18.0,2.0,0.5423728813559322,0.1694915254237288,0.16176470588235295,0.25,-1.0,0.12968299711815562,L
12,4,0.45161290322580644,0.42857142857142855,0.18571428571428572,15.0,3.0,0.5,0.21428571428571427,0.21186440677966104,0.3157894736842105,1.0,0.08670520231213873,W
21,6,0.6363636363636364,0.5483870967741935,0.24193548387096775,12.0,8.0,0.5,0.1774193548387097,0.1529051987767584,0.2962962962962963,9.0,0.1044776119402985,W
15,4,0.65,0.5535714285714286,0.25,19.0,4.0,0.44029850746268656,0.19402985074626866,0.11235955056179775,0.25925925925925924,5.0,0.20408163265306123,W
16,4,0.6388888888888888,0.47058823529411764,0.47058823529411764,13.0,3.0,0.4603174603174603,0.12698412698412698,0.14662756598240467,0.16,5.0,0.1627218934911243,W
12,3,0.6785714285714286,0.4596774193548387,0.3870967741935484,15.0,3.0,0.5535714285714286,0.4642857142857143,0.22849462365591397,0.29411764705882354,-7.0,0.1851851851851852,W
16,1,0.75,0.38571428571428573,0.2571428571428571,18.0,4.0,0.5094339622641509,0.33962264150943394,0.25606469002695414,0.2857142857142857,-1.0,0.12129380053908355,L
18,11,0.7804878048780488,0.3972602739726027,0.3013698630136986,14.0,11.0,0.35714285714285715,0.23809523809523808,0.2077922077922078,0.2702702702702703,16.0,0.07712082262210797,W
16,5,0.7954545454545454,0.4338235294117647,0.2647058823529412,9.0,1.0,0.3515625,0.25,0.15706806282722513,0.2926829268292683,17.0,0.14824797843665768,W
16,4,0.696969696969697,0.4661016949152542,0.13559322033898305,17.0,1.0,0.48333333333333334,0.26666666666666666,0.13353115727002965,0.1935483870967742,-7.0,0.1636904761904762,L
13,4,0.7878787878787878,0.49206349206349204,0.19047619047619047,22.0,2.0,0.5396825396825397,0.07936507936507936,0.10294117647058823,0.2777777777777778,-2.0,0.14749262536873156,W
9,6,0.7096774193548387,0.4830508474576271,0.3220338983050847,19.0,4.0,0.5344827586206896,0.27586206896551724,0.17045454545454544,0.2647058823529412,-5.0,0.1724137931034483,W
15,4,0.6666666666666666,0.44166666666666665,0.2,18.0,2.0,0.43548387096774194,0.12903225806451613,0.1488095238095238,0.3548387096774194,4.0,0.182370820668693,W
15,3,0.6764705882352942,0.421875,0.296875,14.0,7.0,0.4473684210526316,0.14035087719298245,0.23809523809523808,0.24242424242424243,15.0,0.111731843575419,W
16,3,0.6333333333333333,0.42028985507246375,0.18840579710144928,14.0,2.0,0.44,0.48,0.20710059171597636,0.3684210526315789,4.0,0.10416666666666666,L
18,6,0.8048780487804879,0.5,0.3770491803278688,11.0,3.0,0.390625,0.234375,0.09859154929577464,0.2962962962962963,16.0,0.1728723404255319,W
17,3,0.7916666666666666,0.53125,0.203125,15.0,4.0,0.5784313725490197,0.3137254901960784,0.25210084033613445,0.3333333333333333,6.0,0.18005540166204986,L
16,3,0.58,0.4126984126984127,0.19047619047619047,17.0,9.0,0.35526315789473684,0.21052631578947367,0.09536784741144413,0.20588235294117646,-3.0,0.14124293785310735,L
17,5,0.7948717948717948,0.4375,0.171875,15.0,4.0,0.35833333333333334,0.2,0.15988372093023256,0.3125,10.0,0.15850144092219018,W
15,5,0.7741935483870968,0.5,0.1206896551724138,18.0,6.0,0.5181818181818182,0.2,0.18348623853211007,0.17857142857142858,5.0,0.1519756838905775,W
21,3,0.5945945945945946,0.5238095238095238,0.15873015873015872,14.0,3.0,0.41935483870967744,0.3548387096774194,0.14326647564469916,0.32142857142857145,10.0,0.15942028985507245,W
14,5,0.7741935483870968,0.5909090909090909,0.3090909090909091,16.0,0.0,0.5327868852459017,0.2459016393442623,0.16666666666666666,0.16666666666666666,6.0,0.20604395604395606,W
17,7,0.575,0.5,0.36065573770491804,14.0,3.0,0.43283582089552236,0.16417910447761194,0.14204545454545453,0.45161290322580644,13.0,0.18895348837209303,W
23,2,0.5925925925925926,0.6166666666666667,0.26666666666666666,17.0,5.0,0.5754716981132075,0.4716981132075472,0.17647058823529413,0.2962962962962963,5.0,0.13353115727002965,L
18,1,0.68,0.59375,0.15625,21.0,3.0,0.6052631578947368,0.2807017543859649,0.2518891687657431,0.10344827586206896,0.0,0.16666666666666666,L
19,5,0.5853658536585366,0.5,0.44642857142857145,9.0,5.0,0.3467741935483871,0.3870967741935484,0.13586956521739132,0.1875,11.0,0.13043478260869565,L
20,0,0.7777777777777778,0.475,0.25,21.0,4.0,0.5737704918032787,0.19672131147540983,0.08982035928143713,0.20689655172413793,-12.0,0.13043478260869565,L
18,4,0.6944444444444444,0.5079365079365079,0.42857142857142855,21.0,4.0,0.5352112676056338,0.14084507042253522,0.10666666666666667,0.3055555555555556,3.0,0.13736263736263737,L
14,2,0.7857142857142857,0.38333333333333336,0.25,17.0,5.0,0.5,0.2777777777777778,0.16666666666666666,0.13513513513513514,-8.0,0.11594202898550725,L
20,4,0.7142857142857143,0.4594594594594595,0.25675675675675674,21.0,8.0,0.5983606557377049,0.16393442622950818,0.15714285714285714,0.30952380952380953,5.0,0.06793478260869566,W
13,4,0.7,0.45901639344262296,0.22950819672131148,16.0,4.0,0.5431034482758621,0.25862068965517243,0.18055555555555555,0.3333333333333333,-8.0,0.24456521739130438,L
13,4,0.7317073170731707,0.4126984126984127,0.3492063492063492,16.0,9.0,0.36885245901639346,0.4262295081967213,0.15625,0.3333333333333333,9.0,0.11799410029498525,W
24,3,0.71875,0.576271186440678,0.2542372881355932,11.0,1.0,0.5546875,0.140625,0.08746355685131196,0.32,-1.0,0.18571428571428572,L
13,4,0.71875,0.4117647058823529,0.4117647058823529,13.0,0.0,0.49122807017543857,0.2631578947368421,0.13636363636363635,0.1875,-11.0,0.17080745341614906,L
22,8,0.575,0.5238095238095238,0.38095238095238093,13.0,0.0,0.45774647887323944,0.14084507042253522,0.1388888888888889,0.4230769230769231,10.0,0.1149425287356322,W
15,4,0.6333333333333333,0.4406779661016949,0.13559322033898305,16.0,4.0,0.5689655172413793,0.1896551724137931,0.18348623853211007,0.24242424242424243,-16.0,0.1557632398753894,L
13,6,0.717948717948718,0.423728813559322,0.2711864406779661,15.0,5.0,0.42063492063492064,0.1746031746031746,0.09036144578313252,0.36363636363636365,-1.0,0.18348623853211007,L
10,2,0.7777777777777778,0.3076923076923077,0.3384615384615385,22.0,6.0,0.49038461538461536,0.5384615384615384,0.20231213872832368,0.1590909090909091,-15.0,0.042979942693409746,L
19,4,0.6,0.5263157894736842,0.3157894736842105,12.0,6.0,0.4583333333333333,0.3333333333333333,0.16666666666666666,0.1111111111111111,3.0,0.10263929618768328,W
18,5,0.7073170731707317,0.484375,0.390625,11.0,3.0,0.3333333333333333,0.35,0.19073569482288827,0.30303030303030304,29.0,0.058823529411764705,W
17,6,0.6571428571428571,0.5634920634920635,0.2857142857142857,14.0,7.0,0.46774193548387094,0.3064516129032258,0.12396694214876033,0.20833333333333334,9.0,0.12129380053908355,W
18,5,0.5476190476190477,0.5,0.3148148148148148,19.0,3.0,0.48026315789473684,0.13157894736842105,0.08108108108108109,0.2692307692307692,-10.0,0.182370820668693,L
11,4,0.7941176470588235,0.3387096774193548,0.3387096774193548,14.0,11.0,0.4921875,0.140625,0.13586956521739132,0.38095238095238093,-16.0,0.21613832853025935,L
17,4,0.5945945945945946,0.5573770491803278,0.3770491803278688,16.0,4.0,0.4596774193548387,0.1774193548387097,0.19337016574585633,0.2962962962962963,18.0,0.10115606936416184,W
14,3,0.7096774193548387,0.3958333333333333,0.16666666666666666,20.0,5.0,0.5681818181818182,0.13636363636363635,0.141643059490085,0.32432432432432434,-14.0,0.15625,L
21,4,0.7142857142857143,0.6071428571428571,0.35714285714285715,19.0,6.0,0.5079365079365079,0.2222222222222222,0.18156424581005587,0.30434782608695654,11.0,0.20833333333333334,W
20,1,0.8125,0.5258620689655172,0.20689655172413793,15.0,4.0,0.45454545454545453,0.21818181818181817,0.13274336283185842,0.2962962962962963,11.0,0.22598870056497175,W
16,5,0.6666666666666666,0.45652173913043476,0.18840579710144928,13.0,3.0,0.5545454545454546,0.34545454545454546,0.15723270440251572,0.42105263157894735,-5.0,0.12084592145015105,W
16,7,0.717948717948718,0.5230769230769231,0.18461538461538463,12.0,5.0,0.4621212121212121,0.22727272727272727,0.05970149253731343,0.26666666666666666,4.0,0.1271186440677966,L
12,5,0.6333333333333333,0.4264705882352941,0.17647058823529413,21.0,8.0,0.5847457627118644,0.2033898305084746,0.10479041916167665,0.45714285714285713,-13.0,0.14970059880239522,L
16,3,0.7096774193548387,0.5149253731343284,0.029850746268656716,15.0,5.0,0.4732142857142857,0.25,0.15479876160990713,0.1935483870967742,7.0,0.08849557522123894,W
15,4,0.5142857142857142,0.55,0.18333333333333332,22.0,2.0,0.5149253731343284,0.04477611940298507,0.16853932584269662,0.16,4.0,0.15406162464985992,L
20,3,0.7368421052631579,0.5163934426229508,0.3770491803278688,13.0,5.0,0.39344262295081966,0.3770491803278688,0.1092896174863388,0.11428571428571428,9.0,0.08310249307479224,W
16,3,0.8260869565217391,0.4262295081967213,0.2786885245901639,27.0,6.0,0.7053571428571429,0.32142857142857145,0.10736196319018404,0.3142857142857143,-27.0,0.1234567901234568,L
13,9,0.5142857142857142,0.4811320754716981,0.41509433962264153,18.0,4.0,0.5142857142857142,0.2,0.14367816091954025,0.21428571428571427,-13.0,0.16467065868263472,L
12,3,0.7307692307692307,0.5431034482758621,0.4482758620689655,14.0,5.0,0.5471698113207547,0.24528301886792453,0.13289036544850497,0.4230769230769231,18.0,0.14836795252225518,W
20,0,0.6428571428571429,0.5,0.1076923076923077,17.0,4.0,0.6,0.26666666666666666,0.17291066282420747,0.25806451612903225,-16.0,0.1671309192200557,L
16,4,0.6875,0.5483870967741935,0.25806451612903225,19.0,2.0,0.5161290322580645,0.2903225806451613,0.16172506738544473,0.22580645161290322,-1.0,0.1747311827956989,W
22,7,0.6176470588235294,0.6190476190476191,0.2698412698412698,21.0,4.0,0.5625,0.1111111111111111,0.14066496163682865,0.3333333333333333,8.0,0.16483516483516483,W
29,1,0.7575757575757576,0.6388888888888888,0.2222222222222222,17.0,2.0,0.45454545454545453,0.41818181818181815,0.14662756598240467,0.09523809523809523,15.0,0.1744186046511628,W
16,8,0.5227272727272727,0.5254237288135594,0.3898305084745763,16.0,3.0,0.3409090909090909,0.30303030303030304,0.1917808219178082,0.25925925925925924,17.0,0.14044943820224717,W
16,5,0.5789473684210527,0.4393939393939394,0.09090909090909091,16.0,5.0,0.4126984126984127,0.23809523809523808,0.23529411764705882,0.3055555555555556,-2.0,0.18465909090909088,L
13,2,0.6470588235294118,0.39344262295081966,0.2786885245901639,12.0,4.0,0.4322033898305085,0.4745762711864407,0.14824797843665768,0.20588235294117646,-15.0,0.1978891820580475,L
19,3,0.7241379310344828,0.410958904109589,0.2328767123287671,18.0,9.0,0.5526315789473685,0.24561403508771928,0.2374301675977654,0.29411764705882354,-2.0,0.10282776349614396,L
24,1,0.7142857142857143,0.5333333333333333,0.18666666666666668,27.0,2.0,0.6792452830188679,0.37735849056603776,0.20833333333333334,0.42857142857142855,0.0,0.12064343163538875,W
24,6,0.6896551724137931,0.5833333333333334,0.24242424242424243,13.0,1.0,0.5,0.32142857142857145,0.2425876010781671,0.3548387096774194,22.0,0.15193370165745856,W
14,3,0.9166666666666666,0.5,0.2711864406779661,17.0,2.0,0.6203703703703703,0.24074074074074073,0.2185792349726776,0.19230769230769232,-4.0,0.17711171662125338,L
14,2,0.71875,0.39285714285714285,0.21428571428571427,16.0,5.0,0.4519230769230769,0.28846153846153844,0.2537313432835821,0.3170731707317073,12.0,0.1,W
11,5,0.6176470588235294,0.4827586206896552,0.3448275862068966,16.0,1.0,0.4672131147540984,0.2459016393442623,0.15492957746478872,0.25,-2.0,0.13432835820895522,W
18,6,0.6486486486486487,0.45689655172413796,0.20689655172413793,10.0,4.0,0.39655172413793105,0.20689655172413793,0.1851851851851852,0.17857142857142858,5.0,0.1347305389221557,W
8,2,0.7741935483870968,0.48412698412698413,0.09523809523809523,18.0,3.0,0.5083333333333333,0.25,0.1044776119402985,0.375,-9.0,0.19578313253012047,L
24,2,0.8064516129032258,0.5887096774193549,0.3709677419354839,17.0,3.0,0.5083333333333333,0.25,0.1388888888888889,0.28,21.0,0.11080332409972299,W
15,1,0.78125,0.5,0.39622641509433965,7.0,0.0,0.4351851851851852,0.25925925925925924,0.22189349112426038,0.25,14.0,0.20172910662824206,W
11,0,0.68,0.559322033898305,0.15254237288135594,21.0,2.0,0.5555555555555556,0.16666666666666666,0.20408163265306123,0.17857142857142858,5.0,0.16034985422740525,W
20,1,0.7333333333333333,0.6587301587301587,0.38095238095238093,25.0,1.0,0.5984848484848485,0.22727272727272727,0.14473684210526316,0.2222222222222222,11.0,0.11904761904761905,W
11,2,0.5769230769230769,0.3769230769230769,0.38461538461538464,15.0,8.0,0.5,0.5,0.2465753424657534,0.2894736842105263,-4.0,0.1232876712328767,L
19,4,0.6388888888888888,0.5,0.21212121212121213,21.0,9.0,0.5205479452054794,0.0958904109589041,0.12853470437017994,0.1935483870967742,-4.0,0.15463917525773196,W
15,4,0.7,0.4420289855072464,0.11594202898550725,13.0,3.0,0.3709677419354839,0.08064516129032258,0.2328767123287671,0.175,16.0,0.12129380053908355,W
19,1,0.5,0.5080645161290323,0.12903225806451613,17.0,2.0,0.5357142857142857,0.21428571428571427,0.23148148148148148,0.3333333333333333,1.0,0.1661631419939577,L
17,9,0.627906976744186,0.4396551724137931,0.3103448275862069,14.0,2.0,0.44285714285714284,0.17142857142857143,0.20604395604395606,0.11428571428571428,-2.0,0.16393442622950818,L
11,2,0.696969696969697,0.3515625,0.328125,12.0,6.0,0.48412698412698413,0.20634920634920634,0.2077562326869806,0.34210526315789475,-8.0,0.19073569482288827,L
22,7,0.825,0.4714285714285714,0.3142857142857143,16.0,6.0,0.4307692307692308,0.2923076923076923,0.14745308310991959,0.23684210526315788,15.0,0.10282776349614396,W
16,9,0.6388888888888888,0.49166666666666664,0.26666666666666666,24.0,4.0,0.4772727272727273,0.30303030303030304,0.11267605633802817,0.12121212121212122,-7.0,0.10086455331412103,W
14,3,0.6571428571428571,0.5196078431372549,0.27450980392156865,15.0,0.0,0.5476190476190477,0.30158730158730157,0.0900900900900901,0.07142857142857142,-19.0,0.15479876160990713,L
21,4,0.7142857142857143,0.5655737704918032,0.2459016393442623,19.0,2.0,0.49193548387096775,0.2903225806451613,0.16129032258064516,0.2413793103448276,3.0,0.13043478260869565,W
16,4,0.7333333333333333,0.46875,0.265625,15.0,4.0,0.5344827586206896,0.29310344827586204,0.1671309192200557,0.2,1.0,0.14322916666666669,W
19,5,0.775,0.4626865671641791,0.1791044776119403,13.0,2.0,0.3629032258064516,0.2903225806451613,0.20491803278688525,0.22857142857142856,15.0,0.14705882352941177,W
14,5,0.7906976744186046,0.4552238805970149,0.16417910447761194,15.0,8.0,0.35384615384615387,0.23076923076923078,0.058823529411764705,0.35294117647058826,10.0,0.17955801104972374,W
